,sim,m_ej,v_ej,Y_e,kappa,negative_sigma_kappa,positive_sigma_kappa,chi_sq_dof,dof,chi_sq_weighted_dof,weighted_dof,sigma_kappa,thresholded_sigma_kappa_01,thresholded_sigma_kappa_02
53,SA1_m03_v15_Ye40_spec_2020-09-17.dat,0.03,0.15,0.4,2.1726937925514034,0.0019518785006864547,0.0017350031117215892,7.237909602787636,256035,543.5537390054607,3409.3375726574022,0.001843440806204022,0.21726937925514034,0.4345387585102807
54,SA1_m03_v20_Ye15_spec_2020-07-10.dat,0.03,0.2,0.15,201.19850701380955,0.4149871899018933,0.4082938481292899,0.09748872036465009,256035,4.8976738887593445,5096.403943073897,0.4116405190155916,20.119850701380955,40.23970140276191
55,SA1_m03_v20_Ye20_spec_2020-07-10.dat,0.03,0.2,0.2,43.774238495943706,0.0468009432475327,0.04533841377104153,0.9290305710929311,256035,35.58700196221332,6684.02307455811,0.046069678509287115,4.377423849594371,8.754847699188742
56,SA1_m03_v20_Ye25_spec_2020-07-10.dat,0.03,0.2,0.25,2.005350907866681,0.0014025402339838955,0.0010519051754873665,15.97648217783406,256035,902.8650645844355,4530.620105767974,0.001227222704735631,0.2005350907866681,0.4010701815733362
57,SA1_m03_v20_Ye30_spec_2020-07-10.dat,0.03,0.2,0.3,5.25092914079953,0.003860525710481788,0.003509568827710474,11.617686195148028,256035,660.5595286130051,4503.052573051874,0.003685047269096131,0.5250929140799531,1.0501858281599061
58,SA1_m03_v20_Ye35_spec_2020-07-10.dat,0.03,0.2,0.35,5.460626053408606,0.0049125971897074905,0.0039300777517654595,9.881235782123612,256035,611.8064270278647,4135.20043548152,0.004421337470736475,0.5460626053408606,1.0921252106817212
59,SA1_m03_v20_Ye40_spec_2020-07-10.dat,0.03,0.2,0.4,11.692774881683972,0.009740245307368056,0.008961025682779677,5.257564528326912,256035,642.3874092905471,2095.4964473803075,0.009350635495073867,1.1692774881683972,2.3385549763367943
60,SA1_m03_v30_Ye15_spec_2020-07-10.dat,0.03,0.3,0.15,228.6448304536759,0.6547610149015384,0.6471475147282888,0.11417631480698587,256035,9.995245007219582,2924.7039707872577,0.6509542648149136,22.864483045367592,45.728966090735184
61,SA1_m03_v30_Ye20_spec_2020-07-10.dat,0.03,0.3,0.2,63.610680694646135,0.09543033559230452,0.09330966146803377,0.5263330731022688,256035,34.21052818308852,3939.1291373968297,0.09436999853016914,6.361068069464614,12.722136138929228
62,SA1_m03_v30_Ye25_spec_2020-07-10.dat,0.03,0.3,0.25,6.950946818346294,0.007410761404890387,0.007179175110987757,4.802346895321179,256035,815.3838301809352,1507.9632951155218,0.007294968257939072,0.6950946818346294,1.3901893636692588
63,SA1_m03_v30_Ye30_spec_2020-07-10.dat,0.03,0.3,0.3,8.619216675291295,0.006047865752748294,0.005759872145475242,9.724735858256595,256035,652.964537488034,3813.182190639803,0.005903868949111768,0.8619216675291295,1.723843335058259
64,SA1_m03_v30_Ye35_spec_2020-07-10.dat,0.03,0.3,0.35,15.714601798640647,0.018356647908298385,0.017832172253777756,4.343227284512387,256035,566.1833562908052,1964.060203173775,0.01809441008103807,1.5714601798640648,3.1429203597281297
65,SA1_m03_v30_Ye40_spec_2020-07-10.dat,0.03,0.3,0.4,7.075657327132042,0.006614198846868646,0.0061417560720933295,4.815706064288869,256035,915.2738988857999,1347.1260391792757,0.006377977459480988,0.7075657327132042,1.4151314654264084
66,SA1_m03_v40_Ye15_spec_2020-07-10.dat,0.03,0.4,0.15,305.9748025325052,1.2339955372530085,1.2645904679287128,0.1556870571368414,256035,13.334052792984807,2989.4388670039375,1.2492930025908606,30.59748025325052,61.19496050650104
67,SA1_m03_v40_Ye20_spec_2020-07-10.dat,0.03,0.4,0.2,170.437942714949,0.5513307802961265,0.5570146027734211,0.19977473964225198,256035,20.42950171106086,2503.6991204054148,0.5541726915347738,17.0437942714949,34.0875885429898
68,SA1_m03_v40_Ye25_spec_2020-07-10.dat,0.03,0.4,0.25,56.65038684086687,0.07190696283767295,0.06812238584622321,2.8741853615191224,256035,315.82407978723865,2330.069478971639,0.07001467434194808,5.665038684086688,11.330077368173376
69,SA1_m03_v40_Ye30_spec_2020-07-10.dat,0.03,0.4,0.3,15.310673042344302,0.018930805947190876,0.017907519139235717,6.549708530398257,256035,811.6697378825759,2066.055373648934,0.018419162543213297,1.5310673042344303,3.0621346084688605
70,SA1_m03_v40_Ye35_spec_2020-07-10.dat,0.03,0.4,0.35,36.19664935301323,0.0470172467407437,0.04460610588225222,7.798101025097921,256035,932.2234539634893,2141.747010839681,0.04581167631149796,3.619664935301323,7.239329870602646
71,SA1_m03_v40_Ye40_spec_2020-07-10.dat,0.03,0.4,0.4,48.73932611663538,0.04706369624182116,0.043817924087207416,4.447956526058089,256035,908.3776745875059,1253.6994039031467,0.04544081016451429,4.873932611663538,9.747865223327077
72,SA1_m05_v15_Ye15_spec_2020-09-17.dat,0.05,0.15,0.15,100.85232100942517,0.20843160394620952,0.20170800381890786,0.10532175228697807,256035,4.484227895147713,6013.5335396258115,0.2050698038825587,10.085232100942518,20.170464201885036
73,SA1_m05_v15_Ye20_spec_2020-09-17.dat,0.05,0.15,0.2,20.18086323918832,0.032251217242297514,0.03090741652386697,0.913429617355454,256035,71.61768847896175,3265.5333765527043,0.03157931688308224,2.018086323918832,4.036172647837664
74,SA1_m05_v15_Ye25_spec_2020-09-17.dat,0.05,0.15,0.25,1.6260564627154865,0.0009220313158939675,0.0008135570434359973,19.02012788100576,256035,757.4693972562748,6429.062955748301,0.0008677941796649824,0.16260564627154867,0.32521129254309733
75,SA1_m05_v15_Ye30_spec_2020-09-17.dat,0.05,0.15,0.3,2.4874372613293136,0.001494879077973632,0.0012457325649783968,19.37293068101377,256035,740.0754499581615,6702.219763125195,0.0013703058214760144,0.2487437261329314,0.4974874522658628
76,SA1_m05_v15_Ye35_spec_2020-09-17.dat,0.05,0.15,0.35,1.9493461788738333,0.0011726762100741084,0.001042378853399084,15.881722301347123,256035,652.1327434505797,6235.351330328598,0.0011075275317365962,0.19493461788738334,0.3898692357747667
77,SA1_m05_v15_Ye40_spec_2020-09-17.dat,0.05,0.15,0.4,1.8769785921323847,0.00156542725903841,0.0014401930783156658,7.421039924089122,256035,476.73336277018126,3985.552733132531,0.0015028101686770379,0.18769785921323848,0.37539571842647695
78,SA1_m05_v20_Ye15_spec_2020-07-01.dat,0.05,0.2,0.15,172.69580729952452,0.3749804571318123,0.36921152702208815,0.08736888669445088,256035,3.9989862887354706,5593.7908484020445,0.3720959920769502,17.26958072995245,34.5391614599049
79,SA1_m05_v20_Ye20_spec_2020-07-01.dat,0.05,0.2,0.2,36.062152298778805,0.04318605135325981,0.0407868262780795,0.7251930604169854,256035,27.950870938492162,6642.898735873139,0.04198643881566966,3.606215229877881,7.212430459755762
80,SA1_m05_v20_Ye25_spec_2020-07-01.dat,0.05,0.2,0.25,1.610292846724814,0.0009666429187791259,0.000859238150025643,17.565692212304853,256035,833.5221456854885,5395.695877856713,0.0009129405344023844,0.16102928467248143,0.32205856934496285
81,SA1_m05_v20_Ye30_spec_2020-07-01.dat,0.05,0.2,0.3,4.2341780366773225,0.002963282581115223,0.00268106519243716,12.506578677190305,256035,623.2966192404755,5137.396502352923,0.0028221738867761914,0.4234178036677323,0.8468356073354646
82,SA1_m05_v20_Ye35_spec_2020-07-01.dat,0.05,0.2,0.35,4.3577140606231035,0.0031980555194293103,0.003052689359456018,10.780914881387242,256035,573.1913052239162,4815.654941900557,0.003125372439442664,0.43577140606231035,0.8715428121246207
83,SA1_m05_v20_Ye40_spec_2020-07-01.dat,0.05,0.2,0.4,8.932017209700941,0.007155751081793227,0.006261282196568629,5.792575110315323,256035,602.9751744706351,2459.6401828178596,0.006708516639180928,0.8932017209700942,1.7864034419401884
84,SA1_m05_v30_Ye15_spec_2020-07-01.dat,0.05,0.3,0.15,185.94993978900268,0.5530433137135731,0.5530433137135446,0.10869198352991362,256035,8.63949770612065,3221.1307821016053,0.5530433137135589,18.59499397890027,37.18998795780054
85,SA1_m05_v30_Ye20_spec_2020-07-01.dat,0.05,0.3,0.2,53.210871885025625,0.08339010615349451,0.07984159099801502,0.5120079408442337,256035,27.970390705051827,4686.811654381947,0.08161584857575477,5.321087188502563,10.642174377005126
86,SA1_m05_v30_Ye25_spec_2020-07-01.dat,0.05,0.3,0.25,4.504114315735147,0.004364378941688507,0.004213883116112704,6.078220605962988,256035,844.3758392646045,1843.0622247589574,0.004289131028900606,0.4504114315735147,0.9008228631470294
87,SA1_m05_v30_Ye30_spec_2020-07-01.dat,0.05,0.3,0.3,6.789688184518767,0.006129455913980841,0.004903564731185028,8.934810458797655,256035,617.1937334249312,3706.49290802707,0.005516510322582935,0.6789688184518767,1.3579376369037535
88,SA1_m05_v30_Ye35_spec_2020-07-01.dat,0.05,0.3,0.35,11.77316525843724,0.014878702955606116,0.013704068511740886,4.758499875992512,256035,570.6378590537374,2135.053776085001,0.0142913857336735,1.1773165258437241,2.3546330516874483
89,SA1_m05_v30_Ye40_spec_2020-07-01.dat,0.05,0.3,0.4,4.558692545622503,0.003951854836581781,0.003647866002999045,5.759492917588892,256035,959.9695775061795,1536.1234394382454,0.003799860419790413,0.45586925456225036,0.9117385091245007
90,SA1_m05_v40_Ye15_spec_2020-07-01.dat,0.05,0.4,0.15,259.826334766258,1.143140611253898,1.1691210796915357,0.13800997514281307,256035,10.27880363599198,3437.6942333989846,1.1561308454727168,25.982633476625804,51.96526695325161
91,SA1_m05_v40_Ye20_spec_2020-07-01.dat,0.05,0.4,0.2,138.12015379908726,0.49853705898104295,0.5077692267399527,0.1739547147882131,256035,16.31637320599724,2729.6810901842805,0.5031531428604978,13.812015379908727,27.624030759817455
92,SA1_m05_v40_Ye25_spec_2020-07-01.dat,0.05,0.4,0.25,43.29415733917852,0.05619717216315223,0.05331526589837665,3.028141092675772,256035,278.0431067754451,2788.4528901103167,0.05475621903076444,4.329415733917852,8.658831467835704
93,SA1_m05_v40_Ye30_spec_2020-07-01.dat,0.05,0.4,0.3,11.526032128103113,0.014586755728037915,0.013819031742350774,7.243218806481412,256035,808.8040130315006,2292.9133600196915,0.014202893735194344,1.1526032128103114,2.305206425620623
94,SA1_m05_v40_Ye35_spec_2020-07-01.dat,0.05,0.4,0.35,27.708475403488528,0.03505825379434668,0.03413566816818303,8.566104060386092,256035,877.1193695397393,2500.4834339159875,0.03459696098126486,2.770847540348853,5.541695080697706
95,SA1_m05_v40_Ye40_spec_2020-07-01.dat,0.05,0.4,0.4,33.96828409223419,0.030520080214650136,0.029389706873359955,5.552099305479203,256035,982.1757841360787,1447.3292547410404,0.029954893544005046,3.3968284092234193,6.793656818446839
96,SA1_m08_v15_Ye15_spec_2020-09-17.dat,0.08,0.15,0.15,87.85948590844265,0.20484500519896187,0.19899229076470704,0.08883728516327524,256035,3.908342917861347,5819.718173354537,0.20191864798183445,8.785948590844265,17.57189718168853
97,SA1_m08_v15_Ye20_spec_2020-09-17.dat,0.08,0.15,0.2,16.78349517038137,0.025730832969639295,0.025171467035516315,1.0053407864189372,256035,67.82315514918507,3795.199850030354,0.025451150002577805,1.6783495170381373,3.3566990340762746
98,SA1_m08_v15_Ye25_spec_2020-09-17.dat,0.08,0.15,0.25,1.4430939064324817,0.0007705104868076518,0.0007223535813820625,20.304237500615848,256035,733.2299425748984,7089.993393087803,0.0007464320340948571,0.1443093906432482,0.2886187812864964
99,SA1_m08_v15_Ye30_spec_2020-09-17.dat,0.08,0.15,0.3,2.1600835503805653,0.0015158819355263198,0.0007579409677633819,20.002408212479768,256035,714.0302018397699,7172.408916999134,0.0011369114516448509,0.21600835503805654,0.4320167100761131
100,SA1_m08_v15_Ye35_spec_2020-09-17.dat,0.08,0.15,0.35,1.71627065807289,0.0010309479850265646,0.0008591233208554705,16.453860911358042,256035,620.1935772457014,6792.660280599118,0.0009450356529410175,0.171627065807289,0.343254131614578
101,SA1_m08_v15_Ye40_spec_2020-09-17.dat,0.08,0.15,0.4,1.6418100159307685,0.0013146531114300863,0.0012050986854776902,7.383438811466118,256035,420.7088083038739,4493.413778796607,0.0012598758984538883,0.16418100159307686,0.3283620031861537
102,SA1_m08_v20_Ye15_spec_2020-07-10.dat,0.08,0.2,0.15,151.79357117298918,0.3550192947462847,0.3550192947463131,0.07613153605041094,256035,3.2599341249252514,5979.365559454032,0.3550192947462989,15.179357117298919,30.358714234597837
103,SA1_m08_v20_Ye20_spec_2020-07-10.dat,0.08,0.2,0.2,30.401819529733594,0.039532248450765195,0.03750495365841999,0.6072943806572616,256035,23.283355140097182,6678.101837814986,0.038518601054592594,3.0401819529733594,6.080363905946719
104,SA1_m08_v20_Ye25_spec_2020-07-10.dat,0.08,0.2,0.25,1.3616527896500163,0.0009316247292965318,0.00046581236464837694,18.942431409382905,256035,788.355480928543,6151.952441795674,0.0006987185469724544,0.13616527896500163,0.27233055793000327
105,SA1_m08_v20_Ye30_spec_2020-07-10.dat,0.08,0.2,0.3,3.52054516300751,0.0023494970806066107,0.002232022226575925,12.998489150200685,256035,588.6997111822005,5653.252594414144,0.0022907596535912678,0.352054516300751,0.704109032601502
106,SA1_m08_v20_Ye35_spec_2020-07-10.dat,0.08,0.2,0.35,3.6126955232968223,0.0025288447188955843,0.0024084235418055933,11.135989061247699,256035,527.1696473752658,5408.511232565189,0.0024686341303505888,0.3612695523296823,0.7225391046593646
107,SA1_m08_v20_Ye40_spec_2020-07-10.dat,0.08,0.2,0.4,7.127653689037043,0.005460075433324718,0.004747891681151195,6.323844715543612,256035,562.2255225317706,2879.850730456147,0.005103983557237957,0.7127653689037043,1.4255307378074087
108,SA1_m08_v30_Ye15_spec_2020-07-10.dat,0.08,0.3,0.15,155.31793183175287,0.47593550813598995,0.4707622960910385,0.10631674328748775,256035,7.501834388059184,3628.5534923218,0.4733489021135142,15.531793183175289,31.063586366350577
109,SA1_m08_v30_Ye20_spec_2020-07-10.dat,0.08,0.3,0.2,46.29084360094442,0.07722219301183486,0.07413330529136175,0.47139718037162454,256035,22.586238902628892,5343.704084454755,0.0756777491515983,4.629084360094442,9.258168720188884
110,SA1_m08_v30_Ye25_spec_2020-07-10.dat,0.08,0.3,0.25,3.2546415740724393,0.002930105283338147,0.002713060447535387,7.479233905363055,256035,835.799252589666,2291.1550196130274,0.002821582865436767,0.32546415740724394,0.6509283148144879
