radius,grav_mass,bary_mass,rho_c
11.814509621580713,1.5339731815284443,1.7288277309222766,933000000000000.0
11.813353737060066,1.5355389446854173,1.7308401907358415,934000000000000.0
11.811857717194385,1.537102197970902,1.7328445051133574,935000000000000.0
11.81090803764317,1.5386617120360857,1.7348498990864427,936000000000000.0
11.809561961546983,1.5402150073346093,1.7368497615535758,937000000000000.0
11.808317877391362,1.541767727114391,1.7388468991367485,938000000000000.0
11.807502229252973,1.5433210211422672,1.7408439021080566,939000000000000.0
11.80618986082706,1.544869652380233,1.7428390005094745,940000000000000.0
11.805144863600512,1.546419835234795,1.7448370104001756,941000000000000.0
11.803900407257693,1.5479669857139036,1.7468345298176986,942000000000000.0
11.80272186243968,1.549504604867483,1.7488157248200549,943000000000000.0
11.801496913568847,1.5510425131375865,1.7507995308589177,944000000000000.0
11.800189016298908,1.5525762897647375,1.7527785511267902,945000000000000.0
11.799161850214345,1.5541098290422868,1.7547583067181547,946000000000000.0
11.797919544442136,1.555642093609372,1.756734477199012,947000000000000.0
11.796635635671413,1.557168477655468,1.75870554721825,948000000000000.0
11.795599449166115,1.5586900390701277,1.7606692869662182,949000000000000.0
11.79431872412504,1.560215189917729,1.7626489572202313,950000000000000.0
11.793358850388925,1.5617326500805426,1.764605191635348,951000000000000.0
11.791770642630338,1.5632418343912815,1.7665534474654938,952000000000000.0
11.790790606893209,1.5647532408560365,1.768508179700768,953000000000000.0
11.789452254329081,1.5662659223030226,1.770465469694855,954000000000000.0
11.78827766872894,1.5677708637385748,1.7724182113448943,955000000000000.0
11.786983124736075,1.5692742893946414,1.7743650911346975,956000000000000.0
11.785854733081695,1.5707754742730924,1.7763101349980592,957000000000000.0
11.784500398787054,1.5722736826573769,1.7782519907524648,958000000000000.0
11.783330566430251,1.5737680471999282,1.780184575838824,959000000000000.0
11.782260760575445,1.5752610857930016,1.7821204782412785,960000000000000.0
11.780799118724635,1.5767494066642325,1.7840506696838776,961000000000000.0
11.77960837236258,1.5782378317829384,1.7859838977560143,962000000000000.0
11.778461376924719,1.5797178469821973,1.7879041622406888,963000000000000.0
11.777029028231173,1.581197879848886,1.7898268478555732,964000000000000.0
11.775797081090136,1.582678914126574,1.7917516253650776,965000000000000.0
11.774389598239484,1.5841546072411,1.7936676668183842,966000000000000.0
11.773613562337381,1.5856366861511908,1.7955977293394598,967000000000000.0
11.772309708944825,1.5870988525969023,1.797494610126572,968000000000000.0
11.770650697447493,1.5885675732605813,1.799411472734198,969000000000000.0
11.769591836801649,1.5900349229069433,1.8013212649805157,970000000000000.0
11.768084331429966,1.5914971891000955,1.803224509323898,971000000000000.0
11.766717479847467,1.5929548879052646,1.8051229704774607,972000000000000.0
11.765571181566296,1.594403739119364,1.8070058691977964,973000000000000.0
11.764135259656944,1.5958568276723344,1.808901068941184,974000000000000.0
11.763169378628364,1.5973102400439003,1.8107957041682603,975000000000000.0
11.761892420140061,1.5987583904811535,1.8126796361721431,976000000000000.0
11.760784101578945,1.6002004335267372,1.8145650681742664,977000000000000.0
11.759219716760686,1.601638141552591,1.8164425918900255,978000000000000.0
11.758130278342323,1.603083082490192,1.8183262243127296,979000000000000.0
11.756837476955265,1.6045261990125026,1.8202095150847009,980000000000000.0
11.755524132223142,1.6059601456140968,1.82208728120982,981000000000000.0
11.753711376937382,1.6073890759972802,1.8239514030160888,982000000000000.0
11.752819469314987,1.60881553926904,1.825815987738616,983000000000000.0
11.751626044771507,1.6102396426166232,1.8276762949063672,984000000000000.0
11.7503944361019,1.6116677096806231,1.8295458629806785,985000000000000.0
11.748585842020287,1.6130941299297277,1.8314152094462808,986000000000000.0
11.747658763611724,1.6145147333604006,1.8332742689888144,987000000000000.0
11.746345237770159,1.6159267077515305,1.8351261247506567,988000000000000.0
11.745170519561052,1.6173329395202187,1.8369645972117803,989000000000000.0
11.743841172527222,1.618748415749594,1.8388178838566271,990000000000000.0
11.742306706789137,1.6201553987576205,1.840664232930872,991000000000000.0
11.74112305760735,1.6215538047704894,1.8424959586886032,992000000000000.0
11.739741171291596,1.6229545255229745,1.8443315264289808,993000000000000.0
11.738355641922286,1.6243428885856206,1.8461521105546788,994000000000000.0
11.737294650955947,1.625696496453834,1.8479296249907688,995000000000000.0
11.735601243190064,1.6270421276694438,1.8497005691891808,996000000000000.0
11.734605018436856,1.6283796064552492,1.8514530591523644,997000000000000.0
11.733361546871114,1.6297163166008963,1.8532108301818968,998000000000000.0
11.731698949467528,1.6310562301718017,1.8549712502958804,999000000000000.0
11.730545808885632,1.6323883677549598,1.8567304830271127,1000000000000000.0
11.729472800528233,1.6337233396038051,1.8584901700352552,1001000000000000.0
11.728159374905644,1.6350419323187293,1.860214397311296,1002000000000000.0
11.726747817678586,1.636365664550683,1.8619546676736871,1003000000000000.0
11.725555961511214,1.6376901732420306,1.8637095149492369,1004000000000000.0
11.72414664674233,1.6390024370376093,1.8654321049506115,1005000000000000.0
11.7228504545741,1.640309616523714,1.867153586771284,1006000000000000.0
11.72137193480662,1.6416206723890407,1.8688812515537647,1007000000000000.0
11.720415712926245,1.6429307466900889,1.8706085606530325,1008000000000000.0
11.71893548229215,1.644240818173482,1.8723386525001495,1009000000000000.0
11.717546991878894,1.64553786469348,1.8740474918168375,1010000000000000.0
11.716443761773192,1.6468390785642744,1.875765044036792,1011000000000000.0
11.715035454146335,1.6481384845525815,1.8774770308113513,1012000000000000.0
11.71343467446626,1.6494294079209333,1.8791852926133013,1013000000000000.0
11.711987332242579,1.650717878467592,1.8808824864754927,1014000000000000.0
11.710999337392881,1.6520045499309577,1.8825829286888232,1015000000000000.0
11.709704306205987,1.6532940889790628,1.884289230717136,1016000000000000.0
11.708436298044395,1.6545721837270673,1.8859757256626408,1017000000000000.0
11.707067098083336,1.6558507199643466,1.887667371929552,1018000000000000.0
11.705678124506294,1.6571274784378105,1.8893552155443845,1019000000000000.0
11.704353366347187,1.6584020108100317,1.8910420456479,1020000000000000.0
11.703202702372787,1.659677922855583,1.8927349199804329,1021000000000000.0
11.701888326197196,1.6609548203606774,1.8944287514841665,1022000000000000.0
11.700285052259543,1.6622149997447184,1.8960974375385484,1023000000000000.0
11.698714711104202,1.6634697026124985,1.8977578833861044,1024000000000000.0
11.697561913779118,1.6647268759011402,1.8994194922980503,1025000000000000.0
11.696413526531115,1.665981386002631,1.9010823216955797,1026000000000000.0
11.694880513395354,1.6672365466356307,1.9027474210746809,1027000000000000.0
11.693684153766837,1.6684882463545745,1.9044097085250629,1028000000000000.0
11.69221591973026,1.669734986252787,1.9060633219761949,1029000000000000.0
11.69109295617441,1.6709801346825806,1.90771849618176,1030000000000000.0
11.689589748945176,1.672218441934607,1.9093599448162548,1031000000000000.0
11.68794912504528,1.6734636731580708,1.9110160068817588,1032000000000000.0
11.686705141923827,1.6746975189018507,1.912653310063932,1033000000000000.0
11.684443945107011,1.6759319698207256,1.9142955950512253,1034000000000000.0
11.683977642877812,1.6771625494744973,1.9159319155902976,1035000000000000.0
11.682746209759905,1.6783928600633804,1.9175652751514,1036000000000000.0
11.681703680149171,1.6796180834612102,1.91919383146554,1037000000000000.0
11.679789635316016,1.6808346446353473,1.9208201378416525,1038000000000000.0
11.678411070726636,1.6820502347406414,1.9224308358030808,1039000000000000.0
11.677235812226494,1.6832709967786454,1.9240543481952104,1040000000000000.0
11.675729385160231,1.6844810711592253,1.925670492187976,1041000000000000.0
11.67473372183886,1.685695557820226,1.927285497655888,1042000000000000.0
11.673153294460668,1.6869041839232362,1.9288946807365723,1043000000000000.0
11.671634706354668,1.6881108555892406,1.930508683164171,1044000000000000.0
11.670351773984773,1.6893114879442406,1.9321061992865871,1045000000000000.0
11.668974312959545,1.6905085623246547,1.9337044515194393,1046000000000000.0
11.66732221237666,1.6917109288792995,1.9353109480192308,1047000000000000.0
11.665766881086562,1.6929029942291896,1.9368976289834967,1048000000000000.0
11.664481841364374,1.6940922213402458,1.9384845946472105,1049000000000000.0
11.663380274251821,1.69528670059791,1.940082374267424,1050000000000000.0
11.661827547700806,1.6964683660497126,1.941662775075479,1051000000000000.0
11.660669058158733,1.697648432247221,1.9432358268334224,1052000000000000.0
11.659146126694484,1.6988324743349152,1.9448179992210612,1053000000000000.0
11.657768960512191,1.7000110928894,1.9463938967269576,1054000000000000.0
11.656102624834066,1.701184221207054,1.9479619020844148,1055000000000000.0
11.654834964267813,1.70235743512094,1.9495375768198644,1056000000000000.0
